char_idx,char,top_left_x,top_left_y,width,height,char_idx_in_line,line_idx,page,word_idx,word_idx_in_line,word,question_image_version
11,e,875.143333333333,456.28000000000003,14.416666666666666,33,11,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_3
0,W,85.0,92.0,14.4,33,0,0,question_1111,0,0,What,question_images_version_4
1,h,99.4,92.0,14.4,33,1,0,question_1111,0,0,What,question_images_version_4
2,a,113.80000000000001,92.0,14.4,33,2,0,question_1111,0,0,What,question_images_version_4
3,t,128.20000000000002,92.0,14.4,33,3,0,question_1111,0,0,What,question_images_version_4
4, ,142.60000000000002,92.0,14.4,33,4,0,question_1111,0,0,,question_images_version_4
5,i,157.00000000000003,92.0,14.4,33,5,0,question_1111,1,1,is,question_images_version_4
6,s,171.40000000000003,92.0,14.4,33,6,0,question_1111,1,1,is,question_images_version_4
7, ,185.80000000000004,92.0,14.4,33,7,0,question_1111,1,1,,question_images_version_4
8,p,200.20000000000005,92.0,14.4,33,8,0,question_1111,2,2,pymovements?,question_images_version_4
9,y,214.60000000000005,92.0,14.4,33,9,0,question_1111,2,2,pymovements?,question_images_version_4
10,m,229.00000000000006,92.0,14.4,33,10,0,question_1111,2,2,pymovements?,question_images_version_4
11,o,243.40000000000006,92.0,14.4,33,11,0,question_1111,2,2,pymovements?,question_images_version_4
12,v,257.80000000000007,92.0,14.4,33,12,0,question_1111,2,2,pymovements?,question_images_version_4
13,e,272.20000000000005,92.0,14.4,33,13,0,question_1111,2,2,pymovements?,question_images_version_4
14,m,286.6,92.0,14.4,33,14,0,question_1111,2,2,pymovements?,question_images_version_4
15,e,301.0,92.0,14.4,33,15,0,question_1111,2,2,pymovements?,question_images_version_4
16,n,315.4,92.0,14.4,33,16,0,question_1111,2,2,pymovements?,question_images_version_4
17,t,329.79999999999995,92.0,14.4,33,17,0,question_1111,2,2,pymovements?,question_images_version_4
18,s,344.19999999999993,92.0,14.4,33,18,0,question_1111,2,2,pymovements?,question_images_version_4
19,?,358.5999999999999,92.0,14.4,33,19,0,question_1111,2,2,pymovements?,question_images_version_4
0,A,202.79999999999998,259.25,14.4375,33,0,0,toy_text_1_1_question_1111_target,0,0,A,question_images_version_4
1, ,217.23749999999998,259.25,14.4375,33,1,0,toy_text_1_1_question_1111_target,0,0,,question_images_version_4
2,P,231.67499999999998,259.25,14.4375,33,2,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_4
3,y,246.11249999999998,259.25,14.4375,33,3,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_4
4,t,260.54999999999995,259.25,14.4375,33,4,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_4
5,h,274.98749999999995,259.25,14.4375,33,5,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_4
6,o,289.42499999999995,259.25,14.4375,33,6,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_4
7,n,303.86249999999995,259.25,14.4375,33,7,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_4
8, ,318.29999999999995,259.25,14.4375,33,8,0,toy_text_1_1_question_1111_target,1,1,,question_images_version_4
9,p,332.73749999999995,259.25,14.4375,33,9,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_4
10,a,347.17499999999995,259.25,14.4375,33,10,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_4
11,c,361.61249999999995,259.25,14.4375,33,11,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_4
12,k,376.04999999999995,259.25,14.4375,33,12,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_4
13,a,390.48749999999995,259.25,14.4375,33,13,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_4
14,g,404.92499999999995,259.25,14.4375,33,14,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_4
15,e,419.36249999999995,259.25,14.4375,33,15,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_4
0,A,716.5600000000001,456.28000000000003,14.411764705882353,33,0,0,toy_text_1_1_question_1111_distractor_a,0,0,A,question_images_version_4
1, ,730.9717647058824,456.28000000000003,14.411764705882353,33,1,0,toy_text_1_1_question_1111_distractor_a,0,0,,question_images_version_4
2,p,745.3835294117647,456.28000000000003,14.411764705882353,33,2,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_4
3,l,759.795294117647,456.28000000000003,14.411764705882353,33,3,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_4
4,o,774.2070588235293,456.28000000000003,14.411764705882353,33,4,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_4
5,t,788.6188235294117,456.28000000000003,14.411764705882353,33,5,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_4
6,t,803.030588235294,456.28000000000003,14.411764705882353,33,6,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_4
7,i,817.4423529411763,456.28000000000003,14.411764705882353,33,7,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_4
8,n,831.8541176470586,456.28000000000003,14.411764705882353,33,8,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_4
9,g,846.2658823529409,456.28000000000003,14.411764705882353,33,9,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_4
10, ,860.6776470588233,456.28000000000003,14.411764705882353,33,10,0,toy_text_1_1_question_1111_distractor_a,1,1,,question_images_version_4
11,m,875.0894117647056,456.28000000000003,14.411764705882353,33,11,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_4
12,e,889.5011764705879,456.28000000000003,14.411764705882353,33,12,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_4
13,t,903.9129411764702,456.28000000000003,14.411764705882353,33,13,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_4
14,h,918.3247058823525,456.28000000000003,14.411764705882353,33,14,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_4
15,o,932.7364705882349,456.28000000000003,14.411764705882353,33,15,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_4
16,d,947.1482352941172,456.28000000000003,14.411764705882353,33,16,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_4
0,A,202.79999999999998,777.75,14.384615384615385,33,0,0,toy_text_1_1_question_1111_distractor_b,0,0,A,question_images_version_4
1, ,217.18461538461537,777.75,14.384615384615385,33,1,0,toy_text_1_1_question_1111_distractor_b,0,0,,question_images_version_4
2,J,231.56923076923076,777.75,14.384615384615385,33,2,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_4
3,a,245.95384615384614,777.75,14.384615384615385,33,3,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_4
4,v,260.3384615384615,777.75,14.384615384615385,33,4,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_4
5,a,274.72307692307686,777.75,14.384615384615385,33,5,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_4
6, ,289.1076923076922,777.75,14.384615384615385,33,6,0,toy_text_1_1_question_1111_distractor_b,1,1,,question_images_version_4
7,s,303.4923076923076,777.75,14.384615384615385,33,7,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_4
8,c,317.87692307692294,777.75,14.384615384615385,33,8,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_4
9,r,332.2615384615383,777.75,14.384615384615385,33,9,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_4
10,i,346.64615384615365,777.75,14.384615384615385,33,10,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_4
11,p,361.030769230769,777.75,14.384615384615385,33,11,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_4
12,t,375.41538461538437,777.75,14.384615384615385,33,12,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_4
0,A,85.0,456.28000000000003,14.416666666666666,33,0,0,toy_text_1_1_question_1111_distractor_c,0,0,A,question_images_version_4
1, ,99.41666666666667,456.28000000000003,14.416666666666666,33,1,0,toy_text_1_1_question_1111_distractor_c,0,0,,question_images_version_4
2,t,113.83333333333334,456.28000000000003,14.416666666666666,33,2,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_4
3,e,128.25,456.28000000000003,14.416666666666666,33,3,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_4
4,s,142.66666666666666,456.28000000000003,14.416666666666666,33,4,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_4
5,t,157.08333333333331,456.28000000000003,14.416666666666666,33,5,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_4
6, ,171.49999999999997,456.28000000000003,14.416666666666666,33,6,0,toy_text_1_1_question_1111_distractor_c,1,1,,question_images_version_4
7,s,185.91666666666663,456.28000000000003,14.416666666666666,33,7,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_4
8,u,200.3333333333333,456.28000000000003,14.416666666666666,33,8,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_4
9,i,214.74999999999994,456.28000000000003,14.416666666666666,33,9,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_4
10,t,229.1666666666666,456.28000000000003,14.416666666666666,33,10,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_4
11,e,243.58333333333326,456.28000000000003,14.416666666666666,33,11,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_4
0,W,85.0,92.0,14.4,33,0,0,question_1111,0,0,What,question_images_version_5
1,h,99.4,92.0,14.4,33,1,0,question_1111,0,0,What,question_images_version_5
2,a,113.80000000000001,92.0,14.4,33,2,0,question_1111,0,0,What,question_images_version_5
3,t,128.20000000000002,92.0,14.4,33,3,0,question_1111,0,0,What,question_images_version_5
4, ,142.60000000000002,92.0,14.4,33,4,0,question_1111,0,0,,question_images_version_5
5,i,157.00000000000003,92.0,14.4,33,5,0,question_1111,1,1,is,question_images_version_5
6,s,171.40000000000003,92.0,14.4,33,6,0,question_1111,1,1,is,question_images_version_5
7, ,185.80000000000004,92.0,14.4,33,7,0,question_1111,1,1,,question_images_version_5
8,p,200.20000000000005,92.0,14.4,33,8,0,question_1111,2,2,pymovements?,question_images_version_5
9,y,214.60000000000005,92.0,14.4,33,9,0,question_1111,2,2,pymovements?,question_images_version_5
10,m,229.00000000000006,92.0,14.4,33,10,0,question_1111,2,2,pymovements?,question_images_version_5
11,o,243.40000000000006,92.0,14.4,33,11,0,question_1111,2,2,pymovements?,question_images_version_5
12,v,257.80000000000007,92.0,14.4,33,12,0,question_1111,2,2,pymovements?,question_images_version_5
13,e,272.20000000000005,92.0,14.4,33,13,0,question_1111,2,2,pymovements?,question_images_version_5
14,m,286.6,92.0,14.4,33,14,0,question_1111,2,2,pymovements?,question_images_version_5
15,e,301.0,92.0,14.4,33,15,0,question_1111,2,2,pymovements?,question_images_version_5
16,n,315.4,92.0,14.4,33,16,0,question_1111,2,2,pymovements?,question_images_version_5
17,t,329.79999999999995,92.0,14.4,33,17,0,question_1111,2,2,pymovements?,question_images_version_5
18,s,344.19999999999993,92.0,14.4,33,18,0,question_1111,2,2,pymovements?,question_images_version_5
19,?,358.5999999999999,92.0,14.4,33,19,0,question_1111,2,2,pymovements?,question_images_version_5
0,A,716.5600000000001,456.28000000000003,14.4375,33,0,0,toy_text_1_1_question_1111_target,0,0,A,question_images_version_5
1, ,730.9975000000001,456.28000000000003,14.4375,33,1,0,toy_text_1_1_question_1111_target,0,0,,question_images_version_5
2,P,745.4350000000001,456.28000000000003,14.4375,33,2,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_5
3,y,759.8725000000001,456.28000000000003,14.4375,33,3,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_5
4,t,774.3100000000001,456.28000000000003,14.4375,33,4,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_5
5,h,788.7475000000001,456.28000000000003,14.4375,33,5,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_5
6,o,803.1850000000001,456.28000000000003,14.4375,33,6,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_5
7,n,817.6225000000001,456.28000000000003,14.4375,33,7,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_5
8, ,832.0600000000001,456.28000000000003,14.4375,33,8,0,toy_text_1_1_question_1111_target,1,1,,question_images_version_5
9,p,846.4975000000001,456.28000000000003,14.4375,33,9,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_5
10,a,860.9350000000001,456.28000000000003,14.4375,33,10,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_5
11,c,875.3725000000001,456.28000000000003,14.4375,33,11,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_5
12,k,889.8100000000001,456.28000000000003,14.4375,33,12,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_5
13,a,904.2475000000001,456.28000000000003,14.4375,33,13,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_5
14,g,918.6850000000001,456.28000000000003,14.4375,33,14,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_5
15,e,933.1225000000001,456.28000000000003,14.4375,33,15,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_5
0,A,202.79999999999998,259.25,14.411764705882353,33,0,0,toy_text_1_1_question_1111_distractor_a,0,0,A,question_images_version_5
1, ,217.21176470588233,259.25,14.411764705882353,33,1,0,toy_text_1_1_question_1111_distractor_a,0,0,,question_images_version_5
2,p,231.62352941176468,259.25,14.411764705882353,33,2,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_5
3,l,246.03529411764703,259.25,14.411764705882353,33,3,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_5
4,o,260.4470588235294,259.25,14.411764705882353,33,4,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_5
5,t,274.8588235294118,259.25,14.411764705882353,33,5,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_5
6,t,289.27058823529416,259.25,14.411764705882353,33,6,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_5
7,i,303.68235294117653,259.25,14.411764705882353,33,7,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_5
8,n,318.0941176470589,259.25,14.411764705882353,33,8,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_5
9,g,332.5058823529413,259.25,14.411764705882353,33,9,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_5
10, ,346.91764705882366,259.25,14.411764705882353,33,10,0,toy_text_1_1_question_1111_distractor_a,1,1,,question_images_version_5
11,m,361.32941176470604,259.25,14.411764705882353,33,11,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_5
12,e,375.7411764705884,259.25,14.411764705882353,33,12,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_5
13,t,390.1529411764708,259.25,14.411764705882353,33,13,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_5
14,h,404.56470588235317,259.25,14.411764705882353,33,14,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_5
15,o,418.97647058823554,259.25,14.411764705882353,33,15,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_5
16,d,433.3882352941179,259.25,14.411764705882353,33,16,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_5
0,A,85.0,456.28000000000003,14.384615384615385,33,0,0,toy_text_1_1_question_1111_distractor_b,0,0,A,question_images_version_5
1, ,99.38461538461539,456.28000000000003,14.384615384615385,33,1,0,toy_text_1_1_question_1111_distractor_b,0,0,,question_images_version_5
2,J,113.76923076923077,456.28000000000003,14.384615384615385,33,2,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_5
3,a,128.15384615384616,456.28000000000003,14.384615384615385,33,3,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_5
4,v,142.53846153846155,456.28000000000003,14.384615384615385,33,4,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_5
5,a,156.92307692307693,456.28000000000003,14.384615384615385,33,5,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_5
6, ,171.30769230769232,456.28000000000003,14.384615384615385,33,6,0,toy_text_1_1_question_1111_distractor_b,1,1,,question_images_version_5
7,s,185.6923076923077,456.28000000000003,14.384615384615385,33,7,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_5
8,c,200.0769230769231,456.28000000000003,14.384615384615385,33,8,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_5
9,r,214.46153846153848,456.28000000000003,14.384615384615385,33,9,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_5
10,i,228.84615384615387,456.28000000000003,14.384615384615385,33,10,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_5
11,p,243.23076923076925,456.28000000000003,14.384615384615385,33,11,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_5
12,t,257.61538461538464,456.28000000000003,14.384615384615385,33,12,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_5
0,A,202.79999999999998,777.75,14.416666666666666,33,0,0,toy_text_1_1_question_1111_distractor_c,0,0,A,question_images_version_5
1, ,217.21666666666664,777.75,14.416666666666666,33,1,0,toy_text_1_1_question_1111_distractor_c,0,0,,question_images_version_5
2,t,231.6333333333333,777.75,14.416666666666666,33,2,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_5
3,e,246.04999999999995,777.75,14.416666666666666,33,3,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_5
4,s,260.46666666666664,777.75,14.416666666666666,33,4,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_5
5,t,274.8833333333333,777.75,14.416666666666666,33,5,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_5
6, ,289.3,777.75,14.416666666666666,33,6,0,toy_text_1_1_question_1111_distractor_c,1,1,,question_images_version_5
7,s,303.7166666666667,777.75,14.416666666666666,33,7,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_5
8,u,318.1333333333334,777.75,14.416666666666666,33,8,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_5
9,i,332.55000000000007,777.75,14.416666666666666,33,9,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_5
10,t,346.96666666666675,777.75,14.416666666666666,33,10,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_5
11,e,361.38333333333344,777.75,14.416666666666666,33,11,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_5
0,W,85.0,92.0,14.4,33,0,0,question_1111,0,0,What,question_images_version_6
1,h,99.4,92.0,14.4,33,1,0,question_1111,0,0,What,question_images_version_6
2,a,113.80000000000001,92.0,14.4,33,2,0,question_1111,0,0,What,question_images_version_6
3,t,128.20000000000002,92.0,14.4,33,3,0,question_1111,0,0,What,question_images_version_6
4, ,142.60000000000002,92.0,14.4,33,4,0,question_1111,0,0,,question_images_version_6
5,i,157.00000000000003,92.0,14.4,33,5,0,question_1111,1,1,is,question_images_version_6
6,s,171.40000000000003,92.0,14.4,33,6,0,question_1111,1,1,is,question_images_version_6
7, ,185.80000000000004,92.0,14.4,33,7,0,question_1111,1,1,,question_images_version_6
8,p,200.20000000000005,92.0,14.4,33,8,0,question_1111,2,2,pymovements?,question_images_version_6
9,y,214.60000000000005,92.0,14.4,33,9,0,question_1111,2,2,pymovements?,question_images_version_6
10,m,229.00000000000006,92.0,14.4,33,10,0,question_1111,2,2,pymovements?,question_images_version_6
11,o,243.40000000000006,92.0,14.4,33,11,0,question_1111,2,2,pymovements?,question_images_version_6
12,v,257.80000000000007,92.0,14.4,33,12,0,question_1111,2,2,pymovements?,question_images_version_6
13,e,272.20000000000005,92.0,14.4,33,13,0,question_1111,2,2,pymovements?,question_images_version_6
14,m,286.6,92.0,14.4,33,14,0,question_1111,2,2,pymovements?,question_images_version_6
15,e,301.0,92.0,14.4,33,15,0,question_1111,2,2,pymovements?,question_images_version_6
16,n,315.4,92.0,14.4,33,16,0,question_1111,2,2,pymovements?,question_images_version_6
17,t,329.79999999999995,92.0,14.4,33,17,0,question_1111,2,2,pymovements?,question_images_version_6
18,s,344.19999999999993,92.0,14.4,33,18,0,question_1111,2,2,pymovements?,question_images_version_6
19,?,358.5999999999999,92.0,14.4,33,19,0,question_1111,2,2,pymovements?,question_images_version_6
0,A,85.0,456.28000000000003,14.4375,33,0,0,toy_text_1_1_question_1111_target,0,0,A,question_images_version_6
1, ,99.4375,456.28000000000003,14.4375,33,1,0,toy_text_1_1_question_1111_target,0,0,,question_images_version_6
2,P,113.875,456.28000000000003,14.4375,33,2,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_6
3,y,128.3125,456.28000000000003,14.4375,33,3,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_6
4,t,142.75,456.28000000000003,14.4375,33,4,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_6
5,h,157.1875,456.28000000000003,14.4375,33,5,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_6
6,o,171.625,456.28000000000003,14.4375,33,6,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_6
7,n,186.0625,456.28000000000003,14.4375,33,7,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_6
8, ,200.5,456.28000000000003,14.4375,33,8,0,toy_text_1_1_question_1111_target,1,1,,question_images_version_6
9,p,214.9375,456.28000000000003,14.4375,33,9,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_6
10,a,229.375,456.28000000000003,14.4375,33,10,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_6
11,c,243.8125,456.28000000000003,14.4375,33,11,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_6
12,k,258.25,456.28000000000003,14.4375,33,12,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_6
13,a,272.6875,456.28000000000003,14.4375,33,13,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_6
14,g,287.125,456.28000000000003,14.4375,33,14,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_6
15,e,301.5625,456.28000000000003,14.4375,33,15,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_6
0,A,716.5600000000001,456.28000000000003,14.411764705882353,33,0,0,toy_text_1_1_question_1111_distractor_a,0,0,A,question_images_version_6
1, ,730.9717647058824,456.28000000000003,14.411764705882353,33,1,0,toy_text_1_1_question_1111_distractor_a,0,0,,question_images_version_6
2,p,745.3835294117647,456.28000000000003,14.411764705882353,33,2,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_6
3,l,759.795294117647,456.28000000000003,14.411764705882353,33,3,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_6
4,o,774.2070588235293,456.28000000000003,14.411764705882353,33,4,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_6
5,t,788.6188235294117,456.28000000000003,14.411764705882353,33,5,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_6
6,t,803.030588235294,456.28000000000003,14.411764705882353,33,6,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_6
7,i,817.4423529411763,456.28000000000003,14.411764705882353,33,7,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_6
8,n,831.8541176470586,456.28000000000003,14.411764705882353,33,8,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_6
9,g,846.2658823529409,456.28000000000003,14.411764705882353,33,9,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_6
10, ,860.6776470588233,456.28000000000003,14.411764705882353,33,10,0,toy_text_1_1_question_1111_distractor_a,1,1,,question_images_version_6
11,m,875.0894117647056,456.28000000000003,14.411764705882353,33,11,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_6
12,e,889.5011764705879,456.28000000000003,14.411764705882353,33,12,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_6
13,t,903.9129411764702,456.28000000000003,14.411764705882353,33,13,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_6
14,h,918.3247058823525,456.28000000000003,14.411764705882353,33,14,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_6
15,o,932.7364705882349,456.28000000000003,14.411764705882353,33,15,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_6
16,d,947.1482352941172,456.28000000000003,14.411764705882353,33,16,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_6
0,A,202.79999999999998,777.75,14.384615384615385,33,0,0,toy_text_1_1_question_1111_distractor_b,0,0,A,question_images_version_6
1, ,217.18461538461537,777.75,14.384615384615385,33,1,0,toy_text_1_1_question_1111_distractor_b,0,0,,question_images_version_6
2,J,231.56923076923076,777.75,14.384615384615385,33,2,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_6
3,a,245.95384615384614,777.75,14.384615384615385,33,3,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_6
4,v,260.3384615384615,777.75,14.384615384615385,33,4,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_6
5,a,274.72307692307686,777.75,14.384615384615385,33,5,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_6
6, ,289.1076923076922,777.75,14.384615384615385,33,6,0,toy_text_1_1_question_1111_distractor_b,1,1,,question_images_version_6
7,s,303.4923076923076,777.75,14.384615384615385,33,7,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_6
8,c,317.87692307692294,777.75,14.384615384615385,33,8,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_6
9,r,332.2615384615383,777.75,14.384615384615385,33,9,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_6
10,i,346.64615384615365,777.75,14.384615384615385,33,10,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_6
11,p,361.030769230769,777.75,14.384615384615385,33,11,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_6
12,t,375.41538461538437,777.75,14.384615384615385,33,12,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_6
0,A,202.79999999999998,259.25,14.416666666666666,33,0,0,toy_text_1_1_question_1111_distractor_c,0,0,A,question_images_version_6
1, ,217.21666666666664,259.25,14.416666666666666,33,1,0,toy_text_1_1_question_1111_distractor_c,0,0,,question_images_version_6
2,t,231.6333333333333,259.25,14.416666666666666,33,2,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_6
3,e,246.04999999999995,259.25,14.416666666666666,33,3,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_6
4,s,260.46666666666664,259.25,14.416666666666666,33,4,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_6
5,t,274.8833333333333,259.25,14.416666666666666,33,5,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_6
6, ,289.3,259.25,14.416666666666666,33,6,0,toy_text_1_1_question_1111_distractor_c,1,1,,question_images_version_6
7,s,303.7166666666667,259.25,14.416666666666666,33,7,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_6
8,u,318.1333333333334,259.25,14.416666666666666,33,8,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_6
9,i,332.55000000000007,259.25,14.416666666666666,33,9,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_6
10,t,346.96666666666675,259.25,14.416666666666666,33,10,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_6
